ID,translated,source-language,sentence,context,full-ratings,mean-ratings
6921,1,fr,"in the mid-5th century, the number of adults male citizens may be as high as 60, 000, but the number has decreased peloponnesian precipitously during the war.","fairfax was prepared to rely on the superior morale of his cavalry to overcome goring's position.	while his artillery silenced goring's two light guns, he sent 1500 ""commanded"" (detached) musketeers under colonel thomas rainsborough through the marshes to clear the welsh infantry from the hedges.	he then ordered two 'divisions' (half regiments) of horse to charge up the lane.","2,3,3,3,2,3,3,3,2,3,2,3,3,3",2.7142857142857144
7170,1,fr,"the Academy of Sciences was re-established in motion 1816. lazare carnot and gaspard monge were removed from this college for political reasons, and the King appointed cauchy to take the place of one of them.",candidates for the nomination can be proposed by a minimum of one-fifth of the councillors.	the council then elects the candidate with the absolute majority of votes to be head of government.	the syndic general then notifies the co-princes who in turn appoint the elected candidate as the head of government of andorra.,"3,3,3,3,4,2,4,2,2,4,3,3,3,2,3,4",3.0
7258,0,en,"in the southwest, the zambezi system interlaces with that of the taukhe (or tioghe), from which it at times receives surplus water.","the charges included three counts of misdemeanor assault, five of contributing to the delinquency of a minor and two of indecent exposure.	the number of counts was reduced to seven when one of the victims died.	a lengthy appellate process ensued when fushek's lawyers argued that he was entitled to a jury trial on the remaining counts as opposed to one or more bench trials.","4,3,4,4,4,4,3,3,4,4,4,4,4,3",3.7142857142857144
7307,1,de,the bell is located in the south-eastern part of the sun devil stadium in the vicinity of the access of the students.,"it has a benefit in that, no matter how it reaches the bottom, one or more tines will be aimed to set.	in coral, or rock, it is often able to set quickly by hooking into the structure, but may be more difficult to retrieve.	a grapnel is often quite light, and may have additional uses as a tool to recover gear lost overboard.","4,3,3,2,3,3,4,3,3,3,3,2,4,4,3",3.1333333333333333
731,0,en,"the tsimshian people came to alaska from british columbia in 1887, when president grover cleveland, and later the u.s. congress, granted them permission to settle on annette island and found the town of metlakatla.","in some women, menstrual spotting between periods occurs as a normal and harmless part of ovulation.	some women experience acute mid-cycle abdominal pain around the time of ovulation (sometimes referred to by the german term for this phenomenon, ""mittelschmerz"").	this may also occur at the same time as menstrual spotting.","4,4,3,4,4,4,4,4,3,4,4,4,3,3,4,4,4",3.764705882352941
7401,1,es,in 1877 became the first well-known player to use a fielding kid gloves; these were between products sold in its sporting goods.,"afonso de albuquerque, was born in 1453 in alhandra, near lisbon.	he was the second son of gonçalo de albuquerque, lord of vila verde dos francos and dona leonor de menezes.	his father held an important position at court and was connected by remote illegitimate descent with the portuguese monarchy.","2,3,2,2,2,3,4,3,1,2,3,3,2,2,3,3,1,3,4",2.526315789473684
7481,1,fr,"it is now appreciated that most or all gene loci are highly polymorphic, with many alleles frequencies, which vary from population of the population, and that many of genetic diversity is hidden in the form of alleles which do not produce clear phenotypic differences.","the next three years augustin-louis was mainly on unpaid sick leave, and spent his time quite fruitfully, working on mathematics (on the related topics of symmetric functions, the symmetric group and the theory of higher-order algebraic equations).	he attempted admission to the first class of the institut de france but failed on three different occasions between 1813 and 1815.	in 1815 napoleon was defeated at waterloo, and the newly installed bourbon king louis xviii took the restoration in hand.","3,3,4,3,4,3,4,2,3,2,4,4,4,3,4",3.3333333333333335
7534,1,de,"there is no proof that bin laden 'al-qaeda' on behalf of a group until after the attacks of 11 september, when he said that the concept of the americans.","ueshiba moved to hokkaidō in 1912, and began studying under takeda sokaku in 1915.	his official association with daitō-ryū continued until 1937.	however, during the latter part of that period, ueshiba had already begun to distance himself from takeda and the daitō-ryū.","1,1,2,2,2,1,1,1,2,2,2,2,1",1.5384615384615385
7536,1,cs,"this is described as a group, and it was therefore easier to prosecute any person associated with al-qaeda for all the acts or statements bin laden.","railway traffic started on december 6, 1885.	the first library opened in 1899.	in 1934, sinarsky pipe works was established.","3,3,3,3,4,4,3,2,3,4,3,2,3,2,3,3,3,3",3.0
7547,1,fr,"in a december 2007 video, al-zawahiri defended the Islamic State iraq, but rejected the attacks against civilians committed by 'hypocrites and traitors existing between the ranks. ""","the marriage contract was signed in september.	the wedding was celebrated at torgau, the palace of the queen of poland, on 14 october 1711.	one of the terms of the marriage contract agreed to by alexei","3,3,4,4,4,4,4,4,3,4,4,2,4",3.6153846153846154
7605,1,cs,many of the chinese was so successful traders in small towns that were able to education their children in the college of commissioners.,robert turns aggressive and snatches katie's phone off her	but the keypad is locked.	robert refuses to let her leave until she agrees not to tell chrissie about his affair.,"2,2,1,3,3,1,1,2,2,3,3,2,1,3,2,3,2,1",2.0555555555555554
7637,1,cs,"democrats are mostly concentrated on central little rock, mississippi delta, pine a sham, and the areas to the south of the border with louisiana.","his reflection principle stated roughly that if ""a"" is a class with some property, then one can find a transitive set ""u"" such that ""a∩u"" has the same property when considered as a subset of the ""universe"" ""u"".	this is quite a powerful axiom and implies the existence of several of the smaller large cardinals, such as inaccessible cardinals.	(roughly speaking, the class of all ordinals in zfc is an inaccessible cardinal apart from the fact that it is not a set, and the reflection principle can then be used to show that there is a set which has the same property, in other words which is an inaccessible cardinal.)","3,3,3,4,3,3,4,3,3,3,3,4,3,3,4,3",3.25
7841,1,es,"more precisely, brightness varies inversely with the place of distance.","he was there again from 1929 to 1932.	gradually his opinions and concepts became acknowledged, not only in europe, but worldwide.	there was a further period of work in 1935.","3,3,3,4,4,3,3,4,3,3,4,4,3,4,4",3.466666666666667
7892,0,en,"later analysis, using the pictures that they took, determined that they had come within an estimated of the crater's rim.","kournikova proved a successful doubles player on the professional circuit, winning 16 tournament doubles titles, including two australian opens and being a finalist in mixed doubles at the us open and at wimbledon, and reaching the no. 1 ranking in doubles in the women's tennis association tour rankings.	her pro career doubles record was 200–71.	however, her singles career plateaued after 1999.","3,3,3,3,3,3,3,3,3,3,3,3,3",3.0
7908,1,es,"updated backpacks allowed longer-duration moonwalks, and the command module pilot, wearing a suit with three interconnectors, would lead to a five-connector version of the old moon suit — the liquid of cooling water connector be removed, as the command module would be a pilot 'deep-space eva' to restore film cartridges in the flight home.","the cva was founded and directed by ira abrams in collaboration with barbara myerhoff.	tim asch took over as director of the cva in 1983.	in 1984, he collaborated with the usc school of cinematic arts to create the mava degree (master of arts in visual anthropology), a 2-3 year terminal masters program unique in its emphasis on both textual and visual media (film and photography) as components of an academically grounded research project.","3,3,3,3,3,4,3,3,3,3,3,4,4,3",3.2142857142857144
7954,1,cs,"the war later turned to south america, where british captured army in south carolina, but not enough volunteers from loyal civilians to take effective control.","laura flores had a hit single for her telenovela a grammy winning single ""el alma no tiene color	"" (""the soul has no color""), a duet with marco antonio solís.	her first taste of stardom came when she joined ""hermanos y amigos"", whose band members were her family.","3,3,3,4,3,3,2,2,3,3,4,3",3.0
8044,0,en,sirius lies less than a degree from betelgeuse in the otherwise unmodified orion and is with − 1.2 a little fainter than from earth but still the brightest star in the alpha centauri sky.,"the single ""wait"" went no. 	1 in some asian countries	, however that was the main area of the album's success, the grunge invasion causing the american european markets to be nearly closed to straight-ahead hard rock.","3,3,3,3,4,3,4,4,3,3,3",3.272727272727273
8114,1,de,"lamar mirabeau b, second president of the newly formed republic texas, the commissioners to investigate the matter, the waterloo in the world, waterways and pleasant surroundings.","the arrival of humans on the island 1,500 to 2,000 years ago has taken a significant toll, not only on the size of lemur populations, but also on their diversity.	due to habitat destruction and hunting, at least 17 species and 8 genera have gone extinct and the populations of all species have decreased.	a couple of species once thought to have gone extinct have since been rediscovered.","2,1,2,2,2,1,1,2,1,2,2,1,2,1,1,2",1.5625
8118,1,es,"the growth generated by this expansion in large measure adopted by austin at first, with the city away from the fourth largest to tenth more in texas between 1880 and 1920.","possibly due to his conservatory training, david uses pieces of classical piano works as intros or settings for many of his songs.	for example, in the song ""this time"" from the album ""learning to trust"", the opening section of the song (as well as the bridge and ending tag) is from frédéric chopin's ""revolutionary etude"" (op. 10, no. 12) in c minor.	the introductory melody for ""you can go"", from the album ""7"", is taken from the two-part invention no. 13 in a minor (bwv 784) by johann sebastian bach.","1,2,3,3,2,1,2,4,3,2,1,2,3,1,2,3,4",2.2941176470588234
812,1,es,the soil to restore its refitting of nutrients lost over the use of techniques of agriculture of monoculture also takes time.,"up to 25% of military burials were of armed sarmatian women usually including bows.	russian archaeologist [[vera kovalevskaya]] points out that when scythian men were away fighting or hunting, nomadic women would have to be able to defend themselves, their animals and pasture-grounds competently.	during the time that the scythians advanced into asia and achieved near-[[hegemony]] in the near east, there was a period of twenty-eight years when the men would have been away on campaigns for long periods.","1,3,3,1,2,2,3,2,1,3,1,2,1,2",1.9285714285714286
8197,1,de,"auschwitz was also limits to their destructive options. ""","one of the stronger influences is her love of the mystical and mysterious.	many of christie's books and short stories, set both in the middle east and back in england, have a decidedly otherworldly influence in which religious sects, sacrifices, ceremony, and seances play a part.	such stories include ""the hound of death"" and ""the idol house of astarte"".","3,1,1,2,3,2,1,2,3,2,2,3,2,2,2",2.066666666666667
8203,1,de,"the number of remaining survivors every year, participation in the event is not in future be exceeded important anniversaries.","audi developed a corporate sound concept, with audi sound studio designed for producing the corporate sound.	the corporate sound project began with sound agency klangerfinder gmbh & co kg and s12 gmbh. audio samples were created in klangerfinder's sound studio in stuttgart, becoming part of audi sound studio collection.	other audi sound studio components include the brand music pool, the brand voice.","1,2,1,2,1,1,2,1,1,2,2,1,2,1,2",1.4666666666666666
841,1,cs,three or more resources (groups or variables) for statistical importance.,"in the united states, production is concentrated in california, with almonds being california's third-leading agricultural product, its top agricultural export in 2008, and 100% of the u.s. commercial supply.	the united states is the dominant supplier of almonds.	in 2011, the country exported about 637,000 metric tons, valued at us$2.8 billion.","3,4,2,3,3,3,2,4,3,3,4,3,2,2,4",3.0
8460,1,cs,"as soon as the loosed couple, ares at a loss, be repatriated, thrace and aphrodite into paphos.","trumbull met several times with johnson, and was convinced the president would sign the measures (johnson rarely contradicted visitors, often fooling those who met with him into thinking he was in accord).	in fact, the president opposed both bills as infringements on state sovereignty.	additionally, both of trumbull's bills were unpopular among white southerners, whom johnson hoped to include in his new party.","1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,2",1.3125
8586,1,de,"in addition to these liberals and left-wing efforts, of a small group of the conservative institutions were born in ann arbor.","according to the u.s. bureau of economic analysis, the 2008 total gross state product was $170 billion, or $29,411 per capita.	alabama's 2012 gdp increased 1.2% from the previous year.	the single largest increase came in the area of information.","3,2,3,2,2,2,3,2,3,3,3,3,3,2,3",2.6
8619,0,en,"further, as the current monarch's eldest child and, in turn, his eldest child, are anglican males, any change to the succession laws would have no immediate implications.","a second male nude, ""st. john the baptist preaching"", was completed in 1878.	rodin sought to avoid another charge of ""surmoulage"" by making the statue larger than life: ""st. john"" stands almost 6' 7"""" (2 m).	while ""the age of bronze"" is statically posed, ""st. john"" gestures and seems to move toward the viewer.","4,4,4,4,4,3,3,4,3,4,3,4,3,3",3.5714285714285716
8697,1,cs,"the whole of this reading is now questionable, as some have argued that the treaty of lisbon in question may not with king tudiya from assyria, but rather with unnamed king precarious instead of the so-called 'abarsal'.","however, for debbie, the thought of losing emily was too much to bear.	she knew she didn't want to be sarah's mum and that emily did, so she begged her friend to take the baby.	after much soul-searching, emily did and left emmerdale.","3,3,3,2,2,1,3,3,3,3,3,1,2,1,1,1,3",2.235294117647059
8766,1,de,the other major species yam beans are also indigenous in america.,"the s-ivb orbital workshop was the only one of these plans to make it off the drawing board.	dubbed skylab, it was constructed complete on the ground rather than in space, and launched in 1973 using the two lower stages of	a saturn v. it was equipped with an apollo telescope mount, the solar telescope that would have been used on the apollo telescope missions.","4,2,3,3,4,3,3,4,3,3,3,2,3,4",3.142857142857143
88,1,fr,the figures were reduced even more after decades.,"al-qaeda is sunni, and often attacked the iraqi shia majority in an attempt to incite sectarian violence and greater chaos in the country.	al-zarqawi purportedly declared an all-out war on shiites while claiming responsibility for shiite mosque bombings.	the same month, a statement claiming to be by aqi rejected as ""fake"" a letter allegedly written by al-zawahiri, in which he appears to question the insurgents' tactic of indiscriminately attacking shiites in iraq.","4,4,3,4,4,4,3,3,3,4,3,4,3,4,4,3,4",3.588235294117647
8804,0,en,but hector tells her that carlos hired him to help her with grief.,"on november 9, 2000, rosario robles, his predecessor, expropriated a patch of land from a larger property called ""el encino"", in santa fe, cuajimalpa, to build an access road for a private hospital.	the owner sued the government on march 11, 2001, and was granted a federal judicial order barring further construction until the matter was definitively settled, as it prevented the owner access his own property.	by august, the judge found the works continued, so he requested the federal attorney general to make an inquiry and take the necessary steps to bring him into compliance.","3,4,4,4,4,4,4,3,4,4,4,4,3,3,4,4,4",3.764705882352941
8831,0,en,certainly no two results should be compared unless the conditions are known.,"most of the population lives along the coast.	kodiak island is also located in southwest.	the massive yukon–kuskokwim delta, one of the largest river deltas in the world, is here.","3,4,4,4,4,4,4,3,4,4,4,4,3,4,4",3.8
8843,1,es,"without forgetting know if the right people are also in the process of decision-making, and if there is any technology that can improve the decision-making process.","after the war, the biggest concern was the rebuilding of abadan's oil refinery, as it was operating at 10% of capacity due to damage.	in 1993, the refinery began limited operation and the port reopened.	by 1997, the refinery reached the same rate of production as before the war.","3,2,2,3,3,3,3,2,2,3,3,3,2,2",2.5714285714285716
8853,0,en,"for example, an organization with collaboration culture can be anarchy.","the cool waters temporarily weakened nora's winds to 75 mph (120 km/h) down from a maximum of 105 mph (165 km/h).	after leaving the area of cool waters, the storm began moving nearly parallel to mexico's western coast.	there was a period of rapid intensification and the eye reappeared.","3,3,3,4,3,3,3,3,4,4,4,3,4,4",3.4285714285714284
8936,0,en,it features dwyane wade of the miami heat on the cover.,"much of the medieval period was a time of power struggles between competing dynasties such as the house of savoy, the visconti in northern italy and the house of habsburg in austria.	in 1291 to protect themselves from incursions by the habsburgs, four cantons in the middle of switzerland drew up a charter that is considered to be a declaration of independence from neighboring kingdoms.	after a series of battles fought in the 13th, 14th and 15th centuries, more cantons joined the confederacy and by","4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4",4.0
9027,1,cs,in its tower behind the church to the west bank.,"by 1889, a large house, christened ""the lodge"" was completed and two years later, a larger complex of buildings, including a new laboratory, were begun that the bells would name beinn bhreagh (gaelic: ""beautiful mountain"") after bell's ancestral scottish highlands.	bell also built the bell boatyard on the estate, employing up to 40 people building experimental craft as well as wartime lifeboats and workboats for the royal canadian navy and pleasure craft for the bell family.	an enthusiastic boater, bell and his family sailed a rowed a long series of vessels on bras d'or lake, ordering additional vessels from the h.w. embree and sons boatyard in port hawkesbury, nova scotia.","3,2,4,4,3,4,3,2,3,3,3,2",3.0
9039,1,cs,"at that time, the national confidence to only a limited work, the priority of staff homes on the floor, the preservation of this house.",the parish church in the town is dedicated to saint peter and belongs to the roman catholic archdiocese of ljubljana.	it was built in 1911 on the site of an earlier church.	the gothic chancel of the former church has been incorporated into the new one as a side chapel at its eastern side.,"2,2,2,2,1,2,2,3,3,2,2,1,1,1",1.8571428571428572
9090,1,fr,it is in this way that activates tumor necrosis factor-alpha.,"estimates of the population of ancient athens vary.	during the 4th century bc, there might well have been some 250,000–300,000 people in attica.	citizen families could have amounted to 100,000 people and out of these some 30,000 would have been the adult male citizens entitled to vote in the assembly.","2,2,2,2,3,3,3,3,3,2,3",2.5454545454545454
9123,1,fr,"between 1975 and 1989, he has worked as a coach in the United States.","although these were objects of devotion, they did not begin a local tradition of sculpture.	rather, it was in the era of the holy roman emperor charles v (charles i of spain) that an initial nucleus of sculptors came together to work on sculptures for the capilla real.	the tomb of the catholic monarchs was the work of italian sculptor domenico fancelli; the tomb of joanna of castile and philip i of castile the work of bartolomé ordóñez; the great altarpiece was by felipe bigarny and pieces such as the ""incarnation"" and the ""entombment of christ""-now in the museum-by jacopo torni of florence.","4,4,3,4,4,4,3,4,4,3,4,4,3,3,4",3.6666666666666665
9162,0,en,"he arrives at home farm, while she was looking after scott and zoe's daughter, jean (megan pearson), and they get passionate on the sofa, leaving jean unattended.","the 2009 rally scotland, 1st rally scotland was the 11th and final round of the 2009 intercontinental rally challenge.	the event was held between 19–21 november during some of the wettest weather seen in the uk.	the rally was officially started at the historic site of scone palace on thursday 19th and concluded with a ceremonial finish at stirling castle on saturday 21st.","3,4,3,4,4,3,3,3,4,2,3,2,3,2,4",3.1333333333333333
925,1,es,"the preferred pluralistic 'abacus' is a subject of disagreement, both with 'abacuses' and 'abaci' in use.","in islamic tradition, there are 99 names of god ("""" lit.	meaning: 'the best names' or 'the most beautiful names'), each of which evoke a distinct characteristic of allah.	all these names refer to allah, the supreme and all-comprehensive divine name.","3,3,4,3,4,4,3,3,3,4,3,3,3,4,4,3",3.375
9489,0,en,original member james ward joined steelheart on the tour supporting the album.,mandsaur is rich in archaeological and historical heritage	but what makes it famous is the temple of lord pashupatinath located on the bank of shivna.	its idol has parallel only in nepal.,"4,4,4,4,4,4,4,4,4,4,4,4,4,4",4.0
9543,0,en,"cloud tops cooled and at midday utc on september 21, nora reached its peak intensity of and 135 mph (210 km / h) winds, a category 4 hurricane.","cleph kept the throne for only 18 months before being assassinated by a slave.	possibly he too was killed at the instigation of the byzantines, who had every interest in avoiding a hostile and solid leadership among the lombards.	an important success for the byzantines was that no king was proclaimed to succeed cleph, opening a decade of interregnum, thus making them more vulnerable to attacks from franks and byzantines.","3,3,4,4,3,3,3,3,4,3,4,3,3,4,4",3.4
9551,1,de,"in the southern iberia, different types of wind instruments, including the associated shawm, known as' gaitas', but in the northern iberia 'gaita refers only to dudelsack to play.'",the azure dragon is one of the four symbols of the chinese constellations.	it represents the east and the spring season.	it should not be confused with the mythological yellow dragon that is associated with the emperor of china.,"2,2,3,4,2,3,2,3,3,4,2,2,4,2,2,2",2.625
9571,1,fr,"octavian he said that without evidence, its suspicion cannot be justified, if the two evander him kidnap and torture until it reveals the truth: that, after vorenus had been falsely declared dead, evander and niobe has become fans and fathered a son with it, which niobe said vorenus was her grandson (so-called fathered by his daughter of a friend, crito).","gamboa's extracurricular activities were not, however, limited to politics.	already a developing artist, it was at garfield high that gamboa met gronk (glugio nicandro), patssi valdez (then known as patsy), and willie herrón, three of his closest associates in his later career.	after the ""blowouts"" of his senior year, gamboa dropped out of the political scene to dedicate himself to his education.","2,2,1,1,2,1,1,2,1,1,1,1,1,2,2,2,2",1.4705882352941178
9651,1,de,the association searched upper burma in the early 16th century (1502 – 1527) and a series of war against ava and their allies shan state thibaw (hsipaw).,"this is a list of mountain ranges in the state of montana.	montana is the fourth largest state in the united states and is well known for its mountains.	the name ""montana"" means mountain in the spanish language.","1,2,3,3,3,4,3,2,3,2,2,2,3,1,2",2.4
9708,1,es,"it is the turbulent equivalent of the british ""essex girl 'or' chav 'stereotypes.","they wore underclothes called ""mour"" and had their hair dressed properly and wound waistcloths called ""raunkut"", ""ponkut"" around their bodies.	when women reached age 12–13, the lips, hands and arms were tattooed.	when they reached age 15–16, their tattoos were completed.","4,3,4,4,4,3,4,4,4,3,4,4,4,4,3,4,4",3.764705882352941
974,1,es,"the third member of the mission, michael collins, adopted the command spacecraft went into orbit lunar until armstrong and aldrin come back to it in a day after the visit to land.","on 27 september 1962, after the secession of the syrian arab republic from the united arab republic, a constitutional proclamation was made, which stipulated that the provisional constitution of 1958 should remain in force insofar as it did not contradict the proclamation.	in march 1964, a further provisional constitution was declared, leading to a 350-elected member national assembly.	this assembly lasted from 26 march 1964 to 12 november 1968.","2,3,2,2,2,3,2,3,4,3,3,2,3,2,4",2.6666666666666665
9804,1,cs,"in this and other issues, it is much more practical and ruthless than his a little idealistic ally brutus.","durrani's forefathers were sadozais but his mother was from the alakozai tribe.	in june 1729, the abdali forces under zulfiqar had surrendered to nader shah afshar, the rising new ruler of persia.	however, they soon began a rebellion and took over herat as well as mashad.","2,1,2,1,2,1,3,3,4,3,4,2,3,1,2,3",2.3125
9808,1,es,it has served under the leadership of stephen lewis and mr cassidy.,"the annates were, along with the supremacy over the church in england, reserved to the crown, and the english crown now took all revenue charged for the appointment of bishops.	the act of first fruits and tenths transferred the taxes on ecclesiastical income from the pope to the crown.	the treasons act 1534 made it high treason punishable by death to deny royal supremacy.","2,4,3,3,3,4,3,4,4,3,4,4,2,3",3.2857142857142856
9876,1,fr,"through these efforts and with the aid of equal opportunities programme (eop) for the disadvantaged minority students, gamboa has been california state university during angeles.","the custer library contains a wealth of astronomy and science books dating from the 19th century to the present.	it also houses the institute's videotape collection and 35mm astronomical slide collection.	it contains national geographic, sky & telescope, astronomy, and scientific american magazines dating back numerous decades.","2,2,3,3,3,2,3,3,2,3,2,3,2,3,3,2",2.5625
9923,1,de,if women refuse vorenus says that if they refuse to egyptian soldiers.,"in 1835–1836, texans fought and won independence from mexico.	texas thus became its own independent country with its own president, congress, and monetary system.	in 1839, the texas congress formed a commission to seek a site for a new capital to be named for stephen f. austin.","2,1,2,1,1,2,1,2,1,2,1,1,1,1,1",1.3333333333333333
9997,1,cs,"it is, after all, desist from belts for the ben justice and his new partner, murderer brooks.",the three-stage saturn v was designed to send a fully fueled csm and lm to the moon.	it was in diameter and stood tall with its lunar payload.	its capability grew to for the later advanced lunar landings.,"2,3,1,2,1,2,1,1,2,2,3,3,3,2,1,3,1,1",1.8888888888888888
